epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
557,13007.1,1.19752,0.61573,0.82396,0.91518,0.67734,0.77282,0.44658,1.36621,0.64333,0.82896,0.0044956,0.0044956,0.0044956
558,13030,1.19154,0.61646,0.82048,0.91751,0.67697,0.77314,0.44717,1.36736,0.64373,0.82884,0.0044857,0.0044857,0.0044857
559,13052.9,1.1772,0.61432,0.82127,0.91095,0.67663,0.77276,0.44745,1.36805,0.64389,0.82895,0.0044758,0.0044758,0.0044758
560,13076.6,1.1944,0.62225,0.82324,0.90753,0.67645,0.77281,0.4457,1.36837,0.64395,0.82891,0.0044659,0.0044659,0.0044659
561,13099.5,1.18374,0.61046,0.82107,0.90779,0.67638,0.77307,0.44627,1.36855,0.64424,0.82895,0.004456,0.004456,0.004456
562,13122.4,1.16887,0.60073,0.81914,0.90686,0.67638,0.77348,0.44652,1.3687,0.64403,0.82893,0.0044461,0.0044461,0.0044461
563,13145.6,1.19986,0.61446,0.82601,0.90574,0.67533,0.77253,0.44751,1.36894,0.64351,0.82902,0.0044362,0.0044362,0.0044362
564,13168.9,1.17772,0.61096,0.82231,0.90592,0.67616,0.77367,0.44723,1.36873,0.64405,0.82898,0.0044263,0.0044263,0.0044263
565,13191.5,1.18622,0.61217,0.8221,0.90586,0.67602,0.77346,0.44778,1.36785,0.64494,0.82886,0.0044164,0.0044164,0.0044164
566,13214.8,1.18882,0.61415,0.82208,0.9031,0.67631,0.7737,0.45011,1.36729,0.64324,0.82893,0.0044065,0.0044065,0.0044065
567,13237.1,1.18016,0.60583,0.82167,0.90231,0.67621,0.77029,0.44638,1.36752,0.64355,0.82902,0.0043966,0.0043966,0.0043966
568,13259.6,1.17095,0.60208,0.8192,0.90096,0.67706,0.7711,0.4461,1.36911,0.64491,0.82893,0.0043867,0.0043867,0.0043867
569,13283.6,1.17563,0.61048,0.81808,0.90051,0.67706,0.77111,0.44618,1.36687,0.64404,0.82891,0.0043768,0.0043768,0.0043768
570,13306.2,1.16882,0.60478,0.82146,0.90026,0.67779,0.77117,0.44715,1.36664,0.64291,0.82882,0.0043669,0.0043669,0.0043669
571,13329,1.19443,0.61524,0.82271,0.89987,0.67752,0.77147,0.44773,1.36686,0.64278,0.82886,0.004357,0.004357,0.004357
572,13351.9,1.17643,0.60346,0.82209,0.89929,0.67755,0.77087,0.4491,1.36722,0.64219,0.82894,0.0043471,0.0043471,0.0043471
573,13374.4,1.18338,0.61243,0.82195,0.8978,0.679,0.77039,0.44811,1.36646,0.64165,0.82886,0.0043372,0.0043372,0.0043372
574,13397,1.17926,0.61305,0.81998,0.89757,0.67958,0.77012,0.44805,1.36595,0.64101,0.82887,0.0043273,0.0043273,0.0043273
575,13420,1.17591,0.60515,0.82146,0.89703,0.67849,0.77103,0.44881,1.36638,0.64066,0.82881,0.0043174,0.0043174,0.0043174
576,13443.3,1.16799,0.60364,0.8218,0.89699,0.67806,0.77103,0.44833,1.36538,0.64064,0.82874,0.0043075,0.0043075,0.0043075
577,13466.3,1.17622,0.60786,0.8227,0.89724,0.67939,0.77143,0.44902,1.36621,0.64143,0.82874,0.0042976,0.0042976,0.0042976
578,13489,1.17852,0.6057,0.82125,0.89736,0.67857,0.77146,0.44922,1.36686,0.64278,0.82866,0.0042877,0.0042877,0.0042877
579,13511.7,1.17766,0.60985,0.82123,0.89775,0.67898,0.77207,0.4479,1.36592,0.64245,0.82875,0.0042778,0.0042778,0.0042778
580,13534.2,1.17874,0.60703,0.82215,0.89641,0.67824,0.77163,0.44681,1.3668,0.64343,0.82868,0.0042679,0.0042679,0.0042679
581,13556.8,1.17479,0.60746,0.82162,0.90049,0.67667,0.7719,0.44731,1.3671,0.64334,0.82871,0.004258,0.004258,0.004258
582,13579.8,1.1761,0.60546,0.81996,0.89618,0.67912,0.77197,0.44692,1.36708,0.64422,0.82871,0.0042481,0.0042481,0.0042481
583,13602.6,1.16435,0.60193,0.81869,0.89734,0.67706,0.77186,0.44722,1.3662,0.64459,0.82865,0.0042382,0.0042382,0.0042382
584,13625.3,1.17261,0.6017,0.82154,0.89744,0.67775,0.7723,0.4482,1.36525,0.64358,0.82874,0.0042283,0.0042283,0.0042283
585,13648.4,1.17853,0.60155,0.81947,0.89825,0.6775,0.77237,0.44744,1.36577,0.64319,0.82869,0.0042184,0.0042184,0.0042184
586,13671.4,1.18394,0.607,0.82103,0.89592,0.68051,0.77213,0.44784,1.36502,0.64352,0.82874,0.0042085,0.0042085,0.0042085
587,13694.2,1.16865,0.6016,0.82097,0.89636,0.68062,0.77284,0.44774,1.36431,0.64282,0.8287,0.0041986,0.0041986,0.0041986
588,13717.6,1.17778,0.60928,0.82089,0.89623,0.67983,0.7728,0.44975,1.36241,0.6405,0.82876,0.0041887,0.0041887,0.0041887
589,13740.4,1.17982,0.60221,0.82145,0.90848,0.67576,0.77288,0.44845,1.36296,0.64164,0.82865,0.0041788,0.0041788,0.0041788
590,13763.3,1.1693,0.60424,0.82061,0.90944,0.67537,0.77341,0.44934,1.36397,0.64212,0.82873,0.0041689,0.0041689,0.0041689
591,13786.3,1.16767,0.59972,0.82121,0.90086,0.68087,0.77436,0.44887,1.36293,0.64225,0.82859,0.004159,0.004159,0.004159
592,13808.9,1.18116,0.60562,0.81994,0.89772,0.68141,0.77422,0.44946,1.36301,0.64175,0.8285,0.0041491,0.0041491,0.0041491
593,13831.9,1.17337,0.60439,0.82109,0.90991,0.67661,0.77361,0.44994,1.36238,0.64205,0.82841,0.0041392,0.0041392,0.0041392
594,13854.4,1.16662,0.60117,0.81817,0.91011,0.67661,0.77381,0.44977,1.36249,0.64141,0.82845,0.0041293,0.0041293,0.0041293
595,13877.8,1.1676,0.60375,0.81955,0.91049,0.67619,0.77364,0.451,1.36114,0.64193,0.8285,0.0041194,0.0041194,0.0041194
596,13901,1.15536,0.59393,0.82027,0.90954,0.67619,0.77389,0.45205,1.36194,0.64063,0.82851,0.0041095,0.0041095,0.0041095
597,13923.1,1.1658,0.59752,0.82165,0.8986,0.68156,0.7739,0.45303,1.36199,0.64163,0.82834,0.0040996,0.0040996,0.0040996
598,13946.2,1.16221,0.60446,0.81846,0.91105,0.67619,0.77429,0.45123,1.3628,0.64229,0.82843,0.0040897,0.0040897,0.0040897
599,13969.2,1.17331,0.60127,0.81898,0.89941,0.67984,0.77391,0.45101,1.36175,0.64259,0.82839,0.0040798,0.0040798,0.0040798
600,13991.4,1.1621,0.59578,0.81881,0.89975,0.68138,0.77438,0.45125,1.36222,0.64355,0.82845,0.0040699,0.0040699,0.0040699
601,14014.9,1.15388,0.59274,0.8172,0.89928,0.6806,0.77385,0.45149,1.36043,0.64297,0.82841,0.00406,0.00406,0.00406
602,14038,1.1479,0.5889,0.8184,0.89815,0.68543,0.7738,0.4515,1.36191,0.64172,0.82853,0.0040501,0.0040501,0.0040501
603,14060.7,1.15475,0.59441,0.82022,0.89908,0.67971,0.77352,0.45199,1.3615,0.64171,0.82848,0.0040402,0.0040402,0.0040402
604,14083.9,1.15498,0.58404,0.81968,0.90508,0.67967,0.77375,0.45183,1.36097,0.64146,0.82838,0.0040303,0.0040303,0.0040303
605,14106.8,1.15381,0.59044,0.81697,0.90804,0.67967,0.77396,0.45289,1.36101,0.64099,0.82841,0.0040204,0.0040204,0.0040204
606,14129.6,1.15628,0.59529,0.81914,0.90577,0.67967,0.77396,0.45242,1.36171,0.64101,0.82849,0.0040105,0.0040105,0.0040105
607,14152.4,1.15837,0.59336,0.81699,0.90658,0.67967,0.77403,0.45264,1.36148,0.6408,0.82846,0.0040006,0.0040006,0.0040006
608,14175.2,1.14929,0.59012,0.81628,0.90479,0.67895,0.77354,0.45202,1.36196,0.64062,0.82849,0.0039907,0.0039907,0.0039907
609,14198.5,1.16894,0.59795,0.81969,0.90726,0.67923,0.77419,0.45232,1.36263,0.64083,0.82856,0.0039808,0.0039808,0.0039808
610,14221.8,1.16539,0.60413,0.82282,0.909,0.679,0.77421,0.45114,1.36233,0.6418,0.82846,0.0039709,0.0039709,0.0039709
611,14244.6,1.15211,0.59394,0.81798,0.90901,0.67888,0.77419,0.45279,1.36202,0.64115,0.82846,0.003961,0.003961,0.003961
612,14267.7,1.15412,0.59249,0.81848,0.90788,0.6788,0.77362,0.45339,1.3619,0.64145,0.82839,0.0039511,0.0039511,0.0039511
613,14290.4,1.15367,0.59692,0.81871,0.90813,0.67814,0.77293,0.45292,1.36123,0.64228,0.82823,0.0039412,0.0039412,0.0039412
614,14313.6,1.15566,0.5934,0.81988,0.90863,0.67735,0.77379,0.45287,1.36133,0.64161,0.82826,0.0039313,0.0039313,0.0039313
615,14336.9,1.15752,0.58626,0.81867,0.90895,0.67745,0.77316,0.45286,1.36134,0.64154,0.82827,0.0039214,0.0039214,0.0039214
616,14359.4,1.13207,0.58336,0.81719,0.90882,0.67689,0.773,0.45248,1.36044,0.64163,0.8282,0.0039115,0.0039115,0.0039115
617,14381.9,1.1507,0.59358,0.81831,0.91051,0.67789,0.77383,0.44957,1.3612,0.64112,0.82822,0.0039016,0.0039016,0.0039016
618,14404.5,1.14589,0.59229,0.81898,0.9097,0.67744,0.77393,0.45175,1.36031,0.6412,0.82835,0.0038917,0.0038917,0.0038917
619,14426.6,1.14752,0.58565,0.81962,0.91013,0.67767,0.77415,0.45016,1.3595,0.64192,0.8283,0.0038818,0.0038818,0.0038818
620,14449.6,1.15443,0.59089,0.81708,0.91014,0.6777,0.77445,0.44962,1.3613,0.6434,0.82835,0.0038719,0.0038719,0.0038719
621,14472.4,1.15793,0.59916,0.81877,0.91022,0.67834,0.77436,0.45016,1.35926,0.64313,0.82828,0.003862,0.003862,0.003862
622,14496,1.15176,0.59417,0.81857,0.91018,0.67733,0.77368,0.44927,1.3605,0.64426,0.82821,0.0038521,0.0038521,0.0038521
623,14518.8,1.14698,0.58344,0.81599,0.91054,0.67738,0.77353,0.44958,1.35956,0.644,0.82831,0.0038422,0.0038422,0.0038422
624,14542,1.1602,0.59582,0.82011,0.90914,0.67754,0.7729,0.45048,1.36035,0.64374,0.82832,0.0038323,0.0038323,0.0038323
625,14565.5,1.15259,0.59369,0.81841,0.90907,0.67755,0.77276,0.45045,1.36042,0.64408,0.8283,0.0038224,0.0038224,0.0038224
626,14588.8,1.14405,0.59137,0.81674,0.90993,0.67727,0.77284,0.45197,1.36027,0.6449,0.82845,0.0038125,0.0038125,0.0038125
627,14611.8,1.13184,0.58293,0.81525,0.91006,0.6765,0.77289,0.45314,1.3598,0.64446,0.82833,0.0038026,0.0038026,0.0038026
628,14635,1.13528,0.57984,0.8178,0.91013,0.67699,0.77309,0.4515,1.36076,0.64436,0.82834,0.0037927,0.0037927,0.0037927
629,14658.1,1.12005,0.57403,0.81768,0.90992,0.67636,0.7728,0.44957,1.36006,0.64448,0.82835,0.0037828,0.0037828,0.0037828
630,14681.1,1.12388,0.58113,0.81388,0.91014,0.67664,0.77314,0.449,1.36075,0.64468,0.82827,0.0037729,0.0037729,0.0037729
631,14704.7,1.12625,0.57672,0.81423,0.90973,0.67644,0.773,0.44986,1.36007,0.6453,0.82821,0.003763,0.003763,0.003763
632,14727.4,1.13949,0.58568,0.81783,0.90925,0.67659,0.77231,0.4507,1.36006,0.64528,0.82833,0.0037531,0.0037531,0.0037531
633,14750.4,1.1426,0.58999,0.81809,0.90921,0.67728,0.77331,0.45218,1.35906,0.64491,0.82825,0.0037432,0.0037432,0.0037432
634,14773.6,1.13207,0.58311,0.81813,0.90944,0.6755,0.77204,0.44983,1.3598,0.64417,0.82833,0.0037333,0.0037333,0.0037333
635,14796.6,1.13067,0.57718,0.81732,0.91032,0.67606,0.77272,0.44999,1.35957,0.64512,0.82821,0.0037234,0.0037234,0.0037234
636,14819.5,1.13962,0.58058,0.81751,0.91068,0.67572,0.77315,0.44947,1.36012,0.6448,0.82815,0.0037135,0.0037135,0.0037135
637,14842.9,1.13833,0.58118,0.81643,0.91022,0.67572,0.77359,0.44905,1.35919,0.64465,0.82809,0.0037036,0.0037036,0.0037036
638,14866.4,1.14855,0.58387,0.81691,0.91025,0.67618,0.7736,0.44995,1.35804,0.64485,0.82815,0.0036937,0.0036937,0.0036937
639,14889.4,1.12312,0.57828,0.81728,0.91029,0.67714,0.77378,0.4498,1.35808,0.64521,0.828,0.0036838,0.0036838,0.0036838
640,14912.9,1.12311,0.58015,0.81653,0.90957,0.67724,0.77367,0.44937,1.3569,0.64407,0.82803,0.0036739,0.0036739,0.0036739
641,14936.7,1.12352,0.57432,0.81796,0.91005,0.67777,0.77448,0.44895,1.35791,0.64422,0.82805,0.003664,0.003664,0.003664
642,14959.9,1.12778,0.57973,0.8175,0.90885,0.67758,0.77454,0.44915,1.35671,0.64409,0.82796,0.0036541,0.0036541,0.0036541
643,14983.1,1.12057,0.57308,0.81795,0.9091,0.67785,0.77455,0.44923,1.35692,0.64458,0.82796,0.0036442,0.0036442,0.0036442
644,15006.4,1.13122,0.57846,0.81604,0.90868,0.67792,0.77474,0.44973,1.35668,0.64508,0.82808,0.0036343,0.0036343,0.0036343
645,15029.4,1.12695,0.58089,0.81523,0.90841,0.67811,0.77455,0.45012,1.35535,0.64416,0.82792,0.0036244,0.0036244,0.0036244
646,15052.5,1.13604,0.58222,0.81972,0.90848,0.67827,0.77465,0.45008,1.35671,0.64462,0.82798,0.0036145,0.0036145,0.0036145
647,15075.8,1.11577,0.57309,0.81645,0.90853,0.67819,0.77577,0.45023,1.35558,0.64484,0.82798,0.0036046,0.0036046,0.0036046
648,15099.4,1.13686,0.58205,0.81468,0.90735,0.67741,0.775,0.44995,1.3546,0.64369,0.82796,0.0035947,0.0035947,0.0035947
649,15122.5,1.12307,0.57353,0.81718,0.90807,0.67723,0.77578,0.45018,1.35487,0.64344,0.82804,0.0035848,0.0035848,0.0035848
650,15145.6,1.12059,0.57478,0.8156,0.9086,0.67846,0.77548,0.45046,1.35484,0.64434,0.82795,0.0035749,0.0035749,0.0035749
651,15169.1,1.11688,0.57028,0.81612,0.90758,0.67714,0.77605,0.4508,1.35461,0.6444,0.82794,0.003565,0.003565,0.003565
652,15192.2,1.12018,0.57564,0.81536,0.90727,0.67731,0.77514,0.45039,1.35391,0.64406,0.82795,0.0035551,0.0035551,0.0035551
653,15215.2,1.1233,0.58044,0.81477,0.90673,0.67714,0.77536,0.45068,1.35349,0.64437,0.82786,0.0035452,0.0035452,0.0035452
654,15238.2,1.12049,0.57658,0.81696,0.90743,0.67689,0.77549,0.45214,1.35341,0.64389,0.82779,0.0035353,0.0035353,0.0035353
655,15260.9,1.11469,0.57458,0.81401,0.90761,0.67588,0.77531,0.45091,1.35303,0.64292,0.82788,0.0035254,0.0035254,0.0035254
656,15284,1.11744,0.57831,0.81522,0.90765,0.67657,0.77644,0.45121,1.35438,0.64439,0.8277,0.0035155,0.0035155,0.0035155
657,15307,1.11474,0.57232,0.81443,0.90774,0.67748,0.77646,0.45105,1.35354,0.64388,0.82765,0.0035056,0.0035056,0.0035056
658,15330,1.1169,0.5655,0.81704,0.90666,0.67765,0.77537,0.45109,1.35349,0.64595,0.82749,0.0034957,0.0034957,0.0034957
659,15353.1,1.11132,0.5731,0.81556,0.90699,0.67726,0.77663,0.45133,1.35328,0.64572,0.82745,0.0034858,0.0034858,0.0034858
660,15376.6,1.12285,0.57645,0.81384,0.90701,0.67709,0.77661,0.45213,1.35348,0.64548,0.82746,0.0034759,0.0034759,0.0034759
661,15399.8,1.11075,0.56981,0.81421,0.90744,0.67692,0.77535,0.45173,1.35365,0.64522,0.8274,0.003466,0.003466,0.003466
662,15423.2,1.11347,0.57587,0.81363,0.90747,0.67758,0.77573,0.4518,1.35393,0.64348,0.82761,0.0034561,0.0034561,0.0034561
663,15446.8,1.11606,0.57849,0.81585,0.90749,0.67744,0.77596,0.45138,1.35393,0.64366,0.82758,0.0034462,0.0034462,0.0034462
664,15469.7,1.11961,0.57001,0.81521,0.90712,0.67713,0.77672,0.45362,1.35395,0.64335,0.82753,0.0034363,0.0034363,0.0034363
665,15492.7,1.10128,0.56105,0.81297,0.90715,0.67771,0.77692,0.45186,1.35298,0.64428,0.82753,0.0034264,0.0034264,0.0034264
666,15515.9,1.11551,0.56347,0.81847,0.90769,0.67704,0.77699,0.45363,1.35404,0.64472,0.82747,0.0034165,0.0034165,0.0034165
667,15539.3,1.11062,0.56889,0.81324,0.90761,0.67732,0.77602,0.45365,1.35378,0.6434,0.8274,0.0034066,0.0034066,0.0034066
668,15562.7,1.10547,0.56708,0.81624,0.90965,0.67708,0.77772,0.45249,1.35377,0.64237,0.82733,0.0033967,0.0033967,0.0033967
669,15586,1.11038,0.56636,0.81425,0.9099,0.67711,0.77771,0.45433,1.3525,0.6421,0.82738,0.0033868,0.0033868,0.0033868
670,15609,1.11064,0.56942,0.81503,0.91091,0.67728,0.77795,0.45472,1.35216,0.64084,0.82741,0.0033769,0.0033769,0.0033769
671,15632.4,1.09144,0.55963,0.81302,0.91105,0.67733,0.77831,0.45446,1.35248,0.64078,0.82747,0.003367,0.003367,0.003367
672,15655.9,1.09867,0.56723,0.81621,0.91127,0.67755,0.77884,0.45517,1.35186,0.64021,0.82746,0.0033571,0.0033571,0.0033571
673,15679.6,1.1074,0.56471,0.81504,0.91149,0.67755,0.77866,0.45265,1.35128,0.6407,0.82753,0.0033472,0.0033472,0.0033472
674,15703.6,1.09931,0.56268,0.81509,0.9113,0.67786,0.7788,0.45339,1.35128,0.64,0.8276,0.0033373,0.0033373,0.0033373
675,15726.5,1.11294,0.56644,0.81582,0.91075,0.67795,0.77831,0.45396,1.35103,0.63967,0.82749,0.0033274,0.0033274,0.0033274
676,15749.6,1.10438,0.56234,0.81416,0.9103,0.67756,0.77811,0.45401,1.35072,0.6403,0.8275,0.0033175,0.0033175,0.0033175
677,15772.6,1.11776,0.56845,0.81532,0.91096,0.67799,0.77847,0.4555,1.35089,0.63976,0.82749,0.0033076,0.0033076,0.0033076
678,15795.4,1.10406,0.56191,0.81602,0.91048,0.67748,0.77786,0.45559,1.35039,0.63923,0.8276,0.0032977,0.0032977,0.0032977
679,15818.4,1.10643,0.56806,0.81272,0.91111,0.67751,0.77795,0.45594,1.35002,0.63881,0.82761,0.0032878,0.0032878,0.0032878
680,15841,1.11135,0.56902,0.81562,0.9109,0.67735,0.77799,0.45574,1.34988,0.63855,0.82763,0.0032779,0.0032779,0.0032779
681,15863.9,1.09178,0.55856,0.81379,0.91077,0.6767,0.77787,0.45525,1.34948,0.63861,0.82769,0.003268,0.003268,0.003268
682,15887.2,1.10813,0.56543,0.81845,0.90306,0.67972,0.77666,0.45373,1.34922,0.63792,0.82771,0.0032581,0.0032581,0.0032581
683,15909.6,1.0956,0.55963,0.81389,0.90358,0.67791,0.77774,0.45403,1.34817,0.63722,0.82768,0.0032482,0.0032482,0.0032482
684,15932.7,1.0902,0.55788,0.81104,0.90407,0.67791,0.77767,0.45379,1.3493,0.63892,0.82768,0.0032383,0.0032383,0.0032383
685,15956,1.09018,0.55698,0.81013,0.90487,0.67834,0.77816,0.45421,1.3494,0.63756,0.82769,0.0032284,0.0032284,0.0032284
686,15978.9,1.08614,0.5564,0.81144,0.90455,0.67834,0.77782,0.45342,1.34882,0.63827,0.82765,0.0032185,0.0032185,0.0032185
687,16002.1,1.09437,0.5564,0.81378,0.91444,0.68312,0.77776,0.45355,1.34844,0.63801,0.82768,0.0032086,0.0032086,0.0032086
688,16025.7,1.08768,0.55701,0.81134,0.91516,0.68303,0.77829,0.4536,1.34784,0.63893,0.8276,0.0031987,0.0031987,0.0031987
689,16048.6,1.08513,0.55081,0.81343,0.91358,0.68255,0.77749,0.45412,1.3487,0.63928,0.82749,0.0031888,0.0031888,0.0031888
690,16071.9,1.08437,0.55577,0.81353,0.91576,0.68345,0.77946,0.45431,1.34974,0.63837,0.82758,0.0031789,0.0031789,0.0031789
691,16095.1,1.09121,0.56087,0.81305,0.91583,0.6839,0.77965,0.45426,1.34863,0.63807,0.82752,0.003169,0.003169,0.003169
692,16118,1.09665,0.56965,0.81393,0.90394,0.67921,0.77954,0.45418,1.34813,0.63852,0.82746,0.0031591,0.0031591,0.0031591
693,16141.4,1.08725,0.55349,0.81203,0.9031,0.67921,0.77873,0.45402,1.34851,0.6388,0.82755,0.0031492,0.0031492,0.0031492
694,16164.7,1.08297,0.55571,0.81187,0.90338,0.68051,0.77973,0.45447,1.34743,0.63856,0.82758,0.0031393,0.0031393,0.0031393
695,16187.8,1.0936,0.55916,0.81089,0.90438,0.6818,0.78027,0.45477,1.34749,0.63884,0.82752,0.0031294,0.0031294,0.0031294
696,16210.1,1.09043,0.55846,0.81371,0.90308,0.68036,0.77884,0.4536,1.34807,0.63733,0.8276,0.0031195,0.0031195,0.0031195
697,16233,1.07731,0.55193,0.81146,0.90345,0.6807,0.77899,0.45447,1.34799,0.63776,0.82751,0.0031096,0.0031096,0.0031096
698,16255.8,1.09522,0.55881,0.81278,0.90347,0.68099,0.77899,0.45335,1.34819,0.63835,0.82768,0.0030997,0.0030997,0.0030997
699,16278.5,1.07584,0.55841,0.8116,0.90335,0.68095,0.77907,0.45363,1.34799,0.63806,0.82757,0.0030898,0.0030898,0.0030898
700,16301.5,1.09091,0.55979,0.81063,0.90322,0.68051,0.77935,0.45343,1.35008,0.63829,0.82769,0.0030799,0.0030799,0.0030799
701,16324.6,1.07528,0.5512,0.81339,0.90345,0.68079,0.77927,0.45422,1.34923,0.63846,0.82773,0.00307,0.00307,0.00307
702,16347.1,1.07201,0.54949,0.81257,0.90373,0.68044,0.77933,0.45377,1.34889,0.63851,0.82767,0.0030601,0.0030601,0.0030601
703,16370,1.0791,0.55329,0.81385,0.90359,0.68086,0.77932,0.45426,1.34882,0.63899,0.82761,0.0030502,0.0030502,0.0030502
704,16393,1.07898,0.5537,0.80997,0.90362,0.68072,0.77923,0.45518,1.34768,0.63832,0.82768,0.0030403,0.0030403,0.0030403
705,16415.9,1.07175,0.54608,0.81176,0.89363,0.68329,0.77911,0.45547,1.34777,0.63864,0.82777,0.0030304,0.0030304,0.0030304
706,16439,1.0781,0.55139,0.8134,0.88564,0.69773,0.77943,0.45519,1.34765,0.63736,0.82775,0.0030205,0.0030205,0.0030205
707,16462.6,1.07733,0.55106,0.81308,0.88623,0.69839,0.77955,0.45514,1.34797,0.63721,0.82772,0.0030106,0.0030106,0.0030106
708,16485.6,1.0778,0.54532,0.8139,0.88578,0.69901,0.77935,0.45644,1.34764,0.63822,0.82783,0.0030007,0.0030007,0.0030007
709,16508.9,1.0867,0.55692,0.81293,0.88629,0.70141,0.77941,0.45632,1.34765,0.63817,0.82785,0.0029908,0.0029908,0.0029908
710,16533.1,1.07612,0.54856,0.81296,0.88659,0.70135,0.77951,0.45696,1.3476,0.63781,0.82779,0.0029809,0.0029809,0.0029809
711,16555.5,1.08221,0.55613,0.8124,0.88545,0.70141,0.77965,0.45685,1.34777,0.63779,0.82776,0.002971,0.002971,0.002971
712,16578,1.07394,0.54683,0.81059,0.88597,0.70184,0.7799,0.45576,1.34767,0.63714,0.82791,0.0029611,0.0029611,0.0029611
713,16601.1,1.07099,0.54567,0.81163,0.88629,0.70245,0.78054,0.45586,1.34704,0.63754,0.82781,0.0029512,0.0029512,0.0029512
714,16624.1,1.0733,0.54809,0.81058,0.88611,0.70232,0.78041,0.45657,1.34763,0.63841,0.82791,0.0029413,0.0029413,0.0029413
715,16647,1.06689,0.54743,0.8113,0.88633,0.70228,0.78002,0.45617,1.3478,0.63815,0.82796,0.0029314,0.0029314,0.0029314
716,16670,1.06085,0.54526,0.81182,0.88726,0.70245,0.78025,0.45675,1.34827,0.63824,0.82787,0.0029215,0.0029215,0.0029215
717,16693.3,1.06433,0.54609,0.81127,0.88747,0.70242,0.7801,0.45626,1.34819,0.6385,0.82785,0.0029116,0.0029116,0.0029116
718,16716.1,1.07577,0.54799,0.81156,0.88666,0.70259,0.78015,0.45674,1.34797,0.638,0.8278,0.0029017,0.0029017,0.0029017
719,16739,1.07731,0.55141,0.81223,0.88781,0.70259,0.7801,0.45697,1.34824,0.63809,0.82777,0.0028918,0.0028918,0.0028918
720,16762.8,1.06233,0.53872,0.81025,0.88743,0.70196,0.77969,0.45683,1.34947,0.6384,0.8277,0.0028819,0.0028819,0.0028819
721,16785.7,1.069,0.54435,0.81225,0.88727,0.70228,0.77965,0.45697,1.34852,0.63858,0.82774,0.002872,0.002872,0.002872
722,16808.1,1.06768,0.54227,0.81114,0.88681,0.69944,0.77957,0.45692,1.34865,0.63766,0.82782,0.0028621,0.0028621,0.0028621
723,16831.6,1.0653,0.54304,0.80938,0.88678,0.69935,0.77965,0.45644,1.34957,0.63826,0.8279,0.0028522,0.0028522,0.0028522
724,16854.8,1.06539,0.54823,0.81136,0.88664,0.69877,0.77979,0.45767,1.3496,0.6384,0.82792,0.0028423,0.0028423,0.0028423
725,16877.6,1.06002,0.5438,0.81011,0.88633,0.69748,0.77965,0.45829,1.34977,0.6385,0.82788,0.0028324,0.0028324,0.0028324
726,16901.3,1.07027,0.5424,0.81207,0.8865,0.69726,0.77976,0.45693,1.35053,0.63874,0.8279,0.0028225,0.0028225,0.0028225
727,16923.9,1.06492,0.55294,0.81112,0.88642,0.69722,0.77993,0.45708,1.34985,0.6397,0.82781,0.0028126,0.0028126,0.0028126
728,16946.5,1.06835,0.54671,0.81096,0.88596,0.69752,0.77998,0.45708,1.35026,0.63846,0.82787,0.0028027,0.0028027,0.0028027
729,16969.6,1.06971,0.54777,0.81321,0.88606,0.69736,0.77992,0.45594,1.35093,0.63905,0.82783,0.0027928,0.0027928,0.0027928
730,16992.5,1.06075,0.53973,0.81283,0.88656,0.69771,0.77998,0.45592,1.3515,0.63913,0.82779,0.0027829,0.0027829,0.0027829
731,17015.5,1.06465,0.55147,0.81153,0.88633,0.69678,0.7801,0.45581,1.3508,0.63931,0.82794,0.002773,0.002773,0.002773
732,17038.6,1.05084,0.53387,0.81032,0.88628,0.69758,0.77991,0.45531,1.35021,0.64008,0.828,0.0027631,0.0027631,0.0027631
733,17061.9,1.05177,0.53759,0.81084,0.8877,0.68982,0.77998,0.45693,1.35037,0.6402,0.82804,0.0027532,0.0027532,0.0027532
734,17084.9,1.06323,0.54695,0.81151,0.88683,0.69833,0.77991,0.45436,1.35014,0.6396,0.82805,0.0027433,0.0027433,0.0027433
735,17107.8,1.05245,0.53643,0.80913,0.8869,0.69863,0.77973,0.45439,1.34953,0.6396,0.82806,0.0027334,0.0027334,0.0027334
736,17130.8,1.05847,0.54067,0.81095,0.88634,0.69739,0.77978,0.4567,1.35071,0.63937,0.82792,0.0027235,0.0027235,0.0027235
737,17154.2,1.04947,0.53176,0.80711,0.88783,0.69008,0.77982,0.45485,1.35089,0.63958,0.82807,0.0027136,0.0027136,0.0027136
738,17176.4,1.04983,0.53671,0.81097,0.88676,0.69756,0.77953,0.45652,1.35055,0.6396,0.82799,0.0027037,0.0027037,0.0027037
739,17199.4,1.04888,0.53547,0.81051,0.88483,0.69633,0.77935,0.45549,1.35038,0.64013,0.82802,0.0026938,0.0026938,0.0026938
740,17222.6,1.05754,0.53749,0.81055,0.8894,0.68939,0.77934,0.45569,1.34989,0.64037,0.82808,0.0026839,0.0026839,0.0026839
741,17245.5,1.05529,0.53816,0.80889,0.88672,0.69737,0.77893,0.45626,1.34983,0.63969,0.82813,0.002674,0.002674,0.002674
742,17269.1,1.04942,0.53673,0.80829,0.88672,0.6976,0.77906,0.4562,1.35051,0.64104,0.82821,0.0026641,0.0026641,0.0026641
